,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
947,-121.96,37.71,6.0,8072.0,1050.0,3386.0,1062.0,7.2494,336500.0,0.0
949,-121.93,37.66,24.0,3166.0,424.0,1081.0,400.0,8.3337,500001.0,0.0
950,-121.92,37.69,13.0,3742.0,555.0,1590.0,559.0,7.316,285400.0,0.0
951,-121.9,37.66,18.0,7397.0,1137.0,3126.0,1115.0,6.4994,323000.0,1.0
952,-121.92,37.68,23.0,1655.0,223.0,706.0,219.0,7.2211,291900.0,0.0
954,-121.91,37.69,23.0,2179.0,308.0,926.0,299.0,5.9345,259600.0,0.0
955,-121.91,37.68,20.0,1804.0,254.0,831.0,260.0,6.177,262900.0,0.0
956,-121.91,37.68,18.0,3631.0,547.0,1700.0,520.0,5.817,257300.0,0.0
957,-121.91,37.69,18.0,2876.0,423.0,1395.0,427.0,6.3132,259200.0,0.0
958,-121.89,37.68,12.0,7490.0,1207.0,3329.0,1136.0,6.3373,339700.0,0.0
959,-121.88,37.68,23.0,2234.0,270.0,854.0,286.0,7.333,337200.0,1.0
960,-121.89,37.68,22.0,1898.0,239.0,734.0,245.0,6.2918,334100.0,0.0
961,-121.88,37.67,16.0,4070.0,624.0,1543.0,577.0,6.5214,311500.0,1.0
964,-121.89,37.67,19.0,2034.0,288.0,852.0,295.0,6.5285,300400.0,1.0
965,-121.9,37.67,15.0,2130.0,273.0,876.0,285.0,7.2639,332400.0,0.0
966,-121.9,37.67,7.0,9540.0,1294.0,3926.0,1229.0,7.4353,389800.0,0.0
971,-121.88,37.64,20.0,1309.0,184.0,514.0,172.0,10.9506,475800.0,1.0
972,-121.87,37.57,13.0,5519.0,833.0,2444.0,825.0,7.0691,393200.0,0.0
975,-121.85,37.68,4.0,4719.0,741.0,1895.0,742.0,6.8132,282500.0,1.0
980,-121.85,37.72,43.0,228.0,40.0,83.0,42.0,10.3203,400000.0,1.0
982,-121.86,37.7,13.0,9621.0,1344.0,4389.0,1391.0,6.6827,313700.0,1.0
984,-121.77,37.65,16.0,4290.0,554.0,1952.0,576.0,7.3588,327500.0,1.0
990,-121.77,37.74,25.0,494.0,81.0,254.0,85.0,9.1531,418800.0,1.0
1270,-121.6,37.9,5.0,14684.0,2252.0,4276.0,1722.0,6.9051,340900.0,1.0
1458,-121.99,37.96,16.0,3324.0,479.0,1470.0,461.0,7.6166,260400.0,1.0
1460,-121.98,37.95,14.0,6290.0,854.0,2724.0,820.0,6.7371,267400.0,1.0
1461,-121.98,37.95,16.0,2984.0,406.0,1317.0,397.0,6.7821,265900.0,1.0
1487,-122.0,37.95,9.0,2214.0,256.0,848.0,239.0,6.8145,339200.0,1.0
1532,-121.94,37.73,22.0,1980.0,291.0,861.0,290.0,6.2726,258200.0,0.0
1533,-121.94,37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,260300.0,0.0
1534,-121.93,37.73,23.0,2564.0,347.0,1043.0,351.0,6.2048,275000.0,0.0
1536,-121.95,37.74,19.0,1127.0,170.0,518.0,167.0,6.3325,250000.0,0.0
1537,-121.95,37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,266000.0,0.0
1538,-121.94,37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,269800.0,0.0
1540,-121.93,37.74,16.0,3326.0,419.0,1272.0,402.0,6.8806,343500.0,0.0
1541,-121.94,37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,296100.0,0.0
1542,-121.97,37.79,17.0,5688.0,824.0,2111.0,773.0,6.6131,312500.0,0.0
1543,-121.98,37.8,17.0,3354.0,422.0,1457.0,425.0,7.6473,345800.0,0.0
1544,-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,343700.0,0.0
1545,-121.98,37.81,18.0,2903.0,387.0,1127.0,372.0,5.5921,359100.0,0.0
1546,-121.96,37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,403400.0,0.0
1547,-121.97,37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,356000.0,0.0
1548,-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,369200.0,0.0
1549,-121.97,37.79,16.0,3873.0,484.0,1451.0,501.0,6.7857,341300.0,0.0
1550,-121.95,37.78,4.0,14652.0,2826.0,5613.0,2579.0,6.3942,356700.0,0.0
1551,-121.96,37.76,8.0,3865.0,463.0,1548.0,432.0,9.7037,425100.0,0.0
1553,-121.93,37.76,5.0,2255.0,269.0,876.0,258.0,10.3345,461400.0,0.0
1554,-121.92,37.74,8.0,452.0,51.0,140.0,43.0,12.5915,432400.0,0.0
1556,-121.96,37.74,2.0,200.0,20.0,25.0,9.0,15.0001,350000.0,0.0
1557,-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,381900.0,0.0
1558,-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,324600.0,0.0
1559,-121.98,37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,399300.0,0.0
1565,-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,294800.0,0.0
1572,-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,500001.0,0.0
1573,-121.97,37.87,4.0,1029.0,126.0,416.0,122.0,13.4883,500001.0,1.0
1574,-121.96,37.84,29.0,7479.0,977.0,2744.0,943.0,7.5139,398200.0,1.0
1575,-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,500001.0,0.0
1576,-121.96,37.85,10.0,3209.0,379.0,1199.0,392.0,12.2478,500001.0,1.0
1577,-121.99,37.83,16.0,2939.0,380.0,1177.0,396.0,8.0839,372000.0,0.0
1578,-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,351300.0,0.0
1579,-121.95,37.81,5.0,7178.0,898.0,2823.0,907.0,9.0776,450400.0,0.0
1630,-121.81,37.97,8.0,1584.0,236.0,615.0,202.0,6.4753,166800.0,1.0
1633,-121.94,37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,500001.0,1.0
1634,-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,500001.0,1.0
1635,-121.91,37.81,7.0,3477.0,416.0,1216.0,395.0,13.1499,500001.0,1.0
1636,-121.82,37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,485400.0,1.0
1640,-121.95,37.94,21.0,3153.0,411.0,1318.0,431.0,6.8642,285400.0,1.0
1641,-121.97,37.93,4.0,3241.0,464.0,1552.0,494.0,6.6134,307000.0,1.0
1644,-121.99,37.92,14.0,1780.0,224.0,764.0,226.0,9.0243,427700.0,1.0
1645,-121.93,37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,366700.0,1.0
1647,-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,288000.0,1.0
1648,-121.91,37.93,13.0,1610.0,198.0,703.0,217.0,8.7059,329400.0,1.0
1650,-121.94,37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,320400.0,1.0
1652,-121.93,37.93,16.0,2169.0,262.0,877.0,245.0,6.6049,312600.0,1.0
1917,-121.08,38.67,10.0,2499.0,331.0,1040.0,333.0,6.844,239600.0,1.0
2029,-119.69,36.73,30.0,2437.0,349.0,1005.0,380.0,7.2211,171700.0,1.0
2035,-119.72,36.72,15.0,1713.0,246.0,766.0,232.0,6.8162,127200.0,1.0
2185,-119.88,36.85,8.0,2580.0,372.0,1111.0,393.0,7.5,256200.0,1.0
2187,-119.85,36.83,15.0,2563.0,335.0,1080.0,356.0,6.7181,160300.0,1.0
2200,-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,345900.0,1.0
2201,-119.85,36.84,12.0,2272.0,304.0,840.0,305.0,8.9669,213900.0,1.0
2202,-119.84,36.84,12.0,2396.0,290.0,863.0,258.0,8.7716,229200.0,1.0
2203,-119.84,36.83,17.0,2273.0,298.0,700.0,263.0,6.8645,195900.0,1.0
2204,-119.83,36.83,14.0,2351.0,341.0,1128.0,363.0,6.9903,141200.0,1.0
2206,-119.84,36.83,17.0,3012.0,408.0,987.0,362.0,7.4201,229700.0,1.0
2209,-119.83,36.82,14.0,1087.0,165.0,365.0,176.0,7.2909,155600.0,1.0
2212,-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,188300.0,1.0
2213,-119.78,36.86,10.0,2902.0,363.0,1200.0,363.0,8.3608,187300.0,1.0
2214,-119.77,36.86,7.0,4139.0,544.0,1843.0,562.0,8.2737,193500.0,1.0
2300,-119.71,36.88,17.0,2236.0,315.0,992.0,312.0,6.9405,165200.0,1.0
2836,-118.94,35.39,13.0,3137.0,417.0,1318.0,397.0,7.7751,194100.0,1.0
2946,-119.08,35.34,18.0,4070.0,512.0,1580.0,540.0,10.5941,245800.0,1.0
2947,-119.08,35.35,20.0,892.0,129.0,331.0,135.0,7.1837,176300.0,1.0
2948,-119.09,35.35,14.0,2113.0,256.0,842.0,265.0,8.5325,224100.0,1.0
2951,-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,170300.0,1.0
3344,-118.27,34.27,27.0,5205.0,859.0,2363.0,888.0,6.1946,276100.0,0.0
3354,-118.27,34.24,30.0,2180.0,369.0,1050.0,390.0,6.3688,277600.0,0.0
3358,-118.28,34.24,29.0,3390.0,580.0,1543.0,576.0,5.6184,316900.0,0.0
3361,-118.35,34.22,19.0,9259.0,1653.0,3963.0,1595.0,5.997,228700.0,0.0
3365,-118.31,34.28,34.0,3258.0,610.0,1810.0,633.0,5.1145,219900.0,0.0
3366,-118.31,34.27,35.0,1446.0,274.0,759.0,291.0,6.0808,215600.0,0.0
3375,-118.35,34.27,32.0,604.0,108.0,314.0,113.0,6.2037,205400.0,0.0
3376,-118.34,34.26,37.0,1776.0,301.0,702.0,265.0,5.2661,314900.0,0.0
3377,-118.35,34.25,34.0,2795.0,460.0,1267.0,443.0,6.1464,354400.0,0.0
3378,-118.36,34.26,34.0,3677.0,573.0,1598.0,568.0,6.838,378000.0,0.0
3381,-118.31,34.26,37.0,1444.0,246.0,624.0,239.0,5.76,239400.0,0.0
3423,-118.43,34.33,18.0,5891.0,920.0,2882.0,911.0,5.901,235600.0,0.0
3427,-118.41,34.32,18.0,6572.0,1105.0,3473.0,1067.0,5.2987,203400.0,0.0
3428,-118.41,34.3,28.0,3187.0,569.0,2205.0,559.0,5.1668,187400.0,0.0
3440,-118.48,34.33,9.0,2384.0,395.0,1697.0,402.0,6.0891,270100.0,0.0
3445,-118.49,34.29,26.0,4516.0,611.0,1714.0,581.0,9.2873,431800.0,0.0
3446,-118.49,34.28,27.0,2535.0,389.0,1071.0,386.0,6.8695,319400.0,0.0
3447,-118.49,34.28,31.0,3508.0,585.0,1957.0,588.0,6.6458,285500.0,0.0
3448,-118.49,34.31,25.0,1024.0,145.0,357.0,147.0,7.0598,356300.0,0.0
3449,-118.52,34.32,18.0,7498.0,976.0,3189.0,955.0,8.1248,374000.0,0.0
3450,-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,344000.0,0.0
3451,-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,301700.0,0.0
3452,-118.51,34.29,29.0,1287.0,194.0,525.0,187.0,6.4171,319300.0,0.0
3453,-118.52,34.29,28.0,2272.0,320.0,868.0,312.0,7.7464,474600.0,0.0
3454,-118.52,34.3,17.0,4542.0,621.0,2144.0,597.0,8.8467,450700.0,0.0
3456,-118.54,34.28,18.0,5481.0,780.0,2477.0,764.0,6.7248,377200.0,0.0
3457,-118.54,34.28,10.0,7665.0,999.0,3517.0,998.0,10.8805,500001.0,0.0
3458,-118.54,34.3,22.0,4423.0,622.0,1995.0,582.0,8.2159,376200.0,0.0
3459,-118.57,34.29,4.0,6995.0,1151.0,2907.0,1089.0,7.0808,341200.0,0.0
3461,-118.46,34.28,23.0,1663.0,302.0,1242.0,283.0,5.5931,217600.0,0.0
3462,-118.47,34.27,33.0,1549.0,264.0,881.0,289.0,5.1408,222900.0,0.0
3463,-118.48,34.28,35.0,2132.0,368.0,1128.0,341.0,5.3107,227100.0,0.0
3464,-118.48,34.28,35.0,1511.0,274.0,873.0,254.0,5.5608,226700.0,0.0
3466,-118.47,34.27,35.0,1150.0,185.0,741.0,178.0,5.741,220600.0,0.0
3470,-118.45,34.27,35.0,1579.0,300.0,1012.0,265.0,5.1296,195900.0,0.0
3478,-118.46,34.26,33.0,1358.0,247.0,738.0,235.0,5.0947,210300.0,0.0
3483,-118.47,34.26,35.0,1898.0,344.0,1123.0,347.0,5.5792,218400.0,0.0
3484,-118.48,34.26,36.0,1770.0,296.0,938.0,304.0,5.749,238000.0,0.0
3487,-118.48,34.25,36.0,1951.0,395.0,1040.0,375.0,5.1619,195300.0,0.0
3489,-118.48,34.25,35.0,1865.0,335.0,1074.0,337.0,5.1068,223300.0,0.0
3491,-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,225900.0,0.0
3494,-118.51,34.28,34.0,3580.0,565.0,1694.0,524.0,5.4065,243800.0,0.0
3495,-118.52,34.28,33.0,1975.0,271.0,801.0,287.0,7.8193,379600.0,0.0
3498,-118.52,34.27,36.0,3204.0,538.0,1499.0,499.0,5.5649,271200.0,0.0
3499,-118.53,34.27,32.0,1931.0,298.0,948.0,314.0,5.3847,329200.0,0.0
3500,-118.54,34.26,22.0,5303.0,838.0,2372.0,807.0,5.6912,311800.0,0.0
3501,-118.54,34.27,28.0,2309.0,300.0,931.0,302.0,6.7415,348200.0,0.0
3502,-118.53,34.27,33.0,1927.0,305.0,896.0,293.0,5.634,320500.0,0.0
3503,-118.54,34.26,23.0,4960.0,592.0,1929.0,586.0,10.9052,500001.0,0.0
3504,-118.55,34.26,21.0,4018.0,536.0,1508.0,529.0,8.203,445400.0,0.0
3505,-118.55,34.27,25.0,4919.0,661.0,2183.0,625.0,8.1356,352800.0,0.0
3508,-118.51,34.26,29.0,2472.0,354.0,1109.0,397.0,5.5433,332500.0,0.0
3512,-118.57,34.27,20.0,7384.0,845.0,2795.0,872.0,9.6047,500001.0,0.0
3513,-118.59,34.26,20.0,8146.0,1131.0,3562.0,1054.0,7.167,357100.0,0.0
3514,-118.61,34.24,17.0,5406.0,895.0,2337.0,882.0,6.0137,375900.0,0.0
3516,-118.62,34.26,15.0,10860.0,1653.0,4178.0,1581.0,6.3249,262100.0,0.0
3517,-118.6,34.26,18.0,6154.0,1070.0,3010.0,1034.0,5.6392,271500.0,0.0
3518,-118.61,34.25,16.0,8295.0,1506.0,3903.0,1451.0,5.5111,276600.0,0.0
3519,-118.63,34.22,18.0,1376.0,225.0,670.0,205.0,6.5146,277600.0,0.0
3520,-118.64,34.22,25.0,2762.0,410.0,1166.0,439.0,6.8643,333700.0,0.0
3521,-118.66,34.23,18.0,897.0,142.0,263.0,110.0,6.1288,350000.0,0.0
3522,-118.61,34.23,26.0,3727.0,572.0,1724.0,530.0,6.1419,327300.0,0.0
3523,-118.61,34.22,24.0,5256.0,758.0,2474.0,780.0,7.3252,333700.0,0.0
3526,-118.56,34.25,31.0,1962.0,243.0,697.0,242.0,8.565,500001.0,0.0
3527,-118.56,34.24,23.0,2980.0,362.0,1208.0,378.0,8.1714,500001.0,0.0
3528,-118.57,34.25,34.0,5098.0,778.0,2239.0,778.0,5.6149,273100.0,0.0
3531,-118.57,34.25,20.0,4679.0,609.0,1945.0,609.0,8.7471,419900.0,0.0
3532,-118.58,34.25,23.0,4883.0,769.0,2119.0,725.0,5.521,280800.0,0.0
3533,-118.56,34.23,36.0,3215.0,529.0,1710.0,539.0,5.5126,248400.0,0.0
3541,-118.51,34.25,24.0,4338.0,558.0,1514.0,549.0,8.8612,500001.0,0.0
3542,-118.51,34.24,31.0,5297.0,664.0,1986.0,657.0,8.6454,483500.0,0.0
3543,-118.51,34.23,36.0,3324.0,448.0,1190.0,423.0,7.2772,477200.0,0.0
3545,-118.52,34.23,35.0,1471.0,210.0,735.0,219.0,8.3841,472200.0,0.0
3551,-118.54,34.25,26.0,2639.0,378.0,1191.0,401.0,6.2788,322200.0,0.0
3559,-118.45,34.25,34.0,2094.0,380.0,1207.0,380.0,5.2801,212300.0,0.0
3563,-118.48,34.24,32.0,2621.0,412.0,1285.0,414.0,6.6537,267600.0,0.0
3565,-118.49,34.24,35.0,2707.0,446.0,1224.0,445.0,5.2939,244200.0,0.0
3566,-118.49,34.24,34.0,1971.0,316.0,917.0,307.0,6.0965,262300.0,0.0
3568,-118.5,34.25,32.0,2411.0,380.0,1040.0,344.0,6.155,257300.0,0.0
3569,-118.5,34.24,34.0,2634.0,412.0,1114.0,423.0,5.9401,315300.0,0.0
3571,-118.49,34.23,32.0,4373.0,683.0,2040.0,693.0,5.2668,242300.0,0.0
3572,-118.49,34.22,30.0,1756.0,314.0,899.0,288.0,5.0325,238200.0,0.0
3575,-118.48,34.23,30.0,1762.0,263.0,761.0,292.0,6.5268,273100.0,0.0
3588,-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124,174300.0,0.0
3599,-118.42,34.23,33.0,2478.0,457.0,1567.0,446.0,5.6629,186700.0,0.0
3600,-118.42,34.22,29.0,1807.0,323.0,1234.0,310.0,5.3767,233000.0,0.0
3641,-118.41,34.21,35.0,2830.0,518.0,1577.0,524.0,5.35,210500.0,0.0
3642,-118.41,34.21,35.0,1789.0,292.0,897.0,267.0,5.592,239900.0,0.0
3644,-118.39,34.22,35.0,1790.0,334.0,1277.0,345.0,5.0818,186800.0,0.0
3651,-118.42,34.21,29.0,2893.0,543.0,1636.0,540.0,5.1586,237400.0,0.0
3653,-118.42,34.23,34.0,1531.0,278.0,1064.0,274.0,5.6687,207300.0,0.0
3698,-118.42,34.18,40.0,1013.0,150.0,449.0,166.0,5.7143,382400.0,0.0
3715,-118.41,34.16,32.0,3060.0,505.0,1159.0,510.0,6.3703,465800.0,0.0
3736,-118.43,34.17,35.0,2922.0,507.0,1130.0,485.0,5.451,341800.0,0.0
3737,-118.43,34.17,37.0,1982.0,331.0,794.0,340.0,5.9275,336900.0,0.0
3741,-118.42,34.15,27.0,2795.0,602.0,1073.0,535.0,5.1496,365000.0,0.0
3742,-118.42,34.17,31.0,2235.0,363.0,914.0,370.0,6.1359,359700.0,0.0
3749,-118.39,34.16,46.0,1582.0,279.0,603.0,283.0,5.1169,414300.0,0.0
3750,-118.39,34.16,37.0,1388.0,286.0,547.0,258.0,5.1584,444700.0,0.0
3767,-118.36,34.16,45.0,1755.0,335.0,822.0,342.0,5.1423,322900.0,0.0
3785,-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118,215800.0,0.0
3798,-118.46,34.19,35.0,1491.0,295.0,779.0,309.0,6.1142,256300.0,0.0
3814,-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,225000.0,0.0
3826,-118.43,34.17,42.0,777.0,102.0,284.0,113.0,11.2093,500001.0,0.0
3846,-118.5,34.21,36.0,1656.0,310.0,817.0,308.0,5.5675,215900.0,0.0
3850,-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282,195400.0,0.0
3851,-118.52,34.22,35.0,1620.0,272.0,1052.0,248.0,5.5209,203300.0,0.0
3853,-118.52,34.21,34.0,1663.0,299.0,762.0,282.0,5.1265,211000.0,0.0
3856,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623,246400.0,0.0
3871,-118.51,34.19,35.0,2537.0,418.0,1161.0,421.0,5.3028,229200.0,0.0
3874,-118.5,34.19,35.0,2720.0,490.0,1158.0,445.0,5.0796,228300.0,0.0
3888,-118.56,34.19,35.0,782.0,144.0,425.0,140.0,5.4548,201400.0,0.0
3898,-118.59,34.2,18.0,847.0,185.0,733.0,178.0,5.2149,201900.0,0.0
3901,-118.57,34.21,23.0,4891.0,793.0,2447.0,765.0,5.8798,270500.0,0.0
3904,-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,5.6345,228200.0,0.0
3906,-118.59,34.21,34.0,1943.0,320.0,895.0,305.0,5.0462,227700.0,0.0
3909,-118.61,34.21,34.0,3494.0,557.0,1861.0,576.0,5.6407,251500.0,0.0
3910,-118.62,34.22,33.0,1636.0,275.0,866.0,289.0,5.6356,241300.0,0.0
3911,-118.62,34.21,26.0,3234.0,517.0,1597.0,513.0,6.1074,258600.0,0.0
3915,-118.61,34.21,33.0,2609.0,431.0,1208.0,406.0,5.4527,227100.0,0.0
3916,-118.62,34.2,23.0,3098.0,542.0,1486.0,492.0,5.7613,235800.0,0.0
3917,-118.63,34.21,31.0,3952.0,647.0,1762.0,588.0,5.5709,244800.0,0.0
3918,-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,390000.0,0.0
3919,-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,9.6465,500001.0,0.0
3920,-118.65,34.2,23.0,7480.0,1084.0,3037.0,1058.0,6.9223,338400.0,0.0
3922,-118.63,34.2,19.0,7411.0,1045.0,2814.0,950.0,6.7785,336100.0,0.0
3926,-118.56,34.2,35.0,1770.0,362.0,1083.0,355.0,5.0483,221000.0,0.0
3932,-118.57,34.2,33.0,1759.0,311.0,943.0,315.0,5.223,209200.0,0.0
3933,-118.58,34.2,35.0,1558.0,267.0,793.0,249.0,5.1463,220200.0,0.0
3939,-118.58,34.18,28.0,908.0,142.0,368.0,143.0,5.6159,340500.0,0.0
3940,-118.62,34.2,29.0,2421.0,402.0,1120.0,388.0,5.0309,244800.0,0.0
3941,-118.62,34.18,25.0,3124.0,468.0,1241.0,439.0,6.4044,333100.0,0.0
3942,-118.62,34.19,35.0,1934.0,307.0,905.0,315.0,5.5101,267400.0,0.0
3943,-118.61,34.2,29.0,1673.0,284.0,794.0,270.0,5.5191,245800.0,0.0
3947,-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,259600.0,0.0
3948,-118.63,34.18,32.0,1646.0,242.0,697.0,233.0,6.6689,433000.0,0.0
3949,-118.64,34.19,30.0,2399.0,373.0,1062.0,377.0,6.0094,245600.0,0.0
3950,-118.64,34.19,33.0,3017.0,494.0,1423.0,470.0,5.6163,248400.0,0.0
3951,-118.64,34.18,33.0,3808.0,623.0,1784.0,615.0,5.1641,263400.0,0.0
3954,-118.65,34.19,27.0,2772.0,511.0,1346.0,497.0,5.2016,243000.0,0.0
3955,-118.66,34.19,23.0,7544.0,1031.0,3221.0,1043.0,7.642,374900.0,0.0
3956,-118.63,34.17,33.0,4769.0,787.0,2019.0,743.0,5.5798,338200.0,0.0
3957,-118.64,34.17,26.0,6767.0,903.0,2574.0,883.0,7.7846,409000.0,0.0
3958,-118.57,34.18,36.0,2981.0,441.0,1243.0,413.0,6.5304,439800.0,0.0
3959,-118.57,34.17,35.0,2072.0,318.0,908.0,342.0,6.0928,327300.0,0.0
3960,-118.58,34.17,29.0,3393.0,574.0,1471.0,587.0,6.2064,334900.0,0.0
3964,-118.62,34.17,34.0,3268.0,538.0,1463.0,519.0,6.8482,308300.0,0.0
3965,-118.63,34.18,33.0,5252.0,760.0,2041.0,730.0,6.7977,389700.0,0.0
3966,-118.65,34.18,26.0,4607.0,656.0,1769.0,643.0,7.4918,367600.0,0.0
3967,-118.66,34.18,25.0,6612.0,857.0,2519.0,843.0,8.3912,419000.0,0.0
3970,-118.61,34.16,29.0,4364.0,647.0,1550.0,624.0,6.8107,367400.0,0.0
3971,-118.63,34.16,33.0,2896.0,455.0,1116.0,411.0,6.0192,347700.0,0.0
3972,-118.63,34.16,30.0,3346.0,487.0,1296.0,495.0,7.457,392700.0,0.0
3973,-118.62,34.15,26.0,5661.0,791.0,2493.0,780.0,7.9814,409900.0,0.0
3975,-118.58,34.17,18.0,6476.0,1082.0,2413.0,958.0,5.6327,500001.0,0.0
3976,-118.59,34.17,36.0,1887.0,359.0,761.0,329.0,5.4847,296000.0,0.0
3978,-118.6,34.16,32.0,3999.0,667.0,1628.0,631.0,6.0794,338500.0,0.0
3979,-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,500001.0,0.0
3980,-118.58,34.15,21.0,3856.0,547.0,1422.0,535.0,8.4196,450700.0,0.0
3981,-118.59,34.15,29.0,2023.0,330.0,747.0,304.0,6.7694,369700.0,0.0
3982,-118.6,34.15,28.0,4570.0,744.0,1693.0,695.0,6.14,361900.0,0.0
3983,-118.59,34.14,19.0,1303.0,155.0,450.0,145.0,10.5511,483100.0,0.0
3991,-118.54,34.17,11.0,1080.0,174.0,386.0,160.0,6.1274,315900.0,0.0
3992,-118.55,34.18,32.0,3011.0,529.0,1287.0,525.0,5.0605,311000.0,0.0
3993,-118.56,34.18,39.0,1819.0,291.0,770.0,278.0,5.4088,457300.0,0.0
3996,-118.54,34.17,34.0,2458.0,433.0,1034.0,373.0,5.6738,443600.0,0.0
3998,-118.55,34.17,36.0,2127.0,297.0,761.0,274.0,7.8392,500001.0,0.0
3999,-118.56,34.17,35.0,2987.0,391.0,1244.0,387.0,7.1322,500001.0,0.0
