,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
1014,-121.78,37.66,25.0,1947.0,418.0,900.0,354.0,3.8523,193000.0,1.0
1015,-121.79,37.66,22.0,14701.0,2210.0,6693.0,2232.0,5.98,245000.0,1.0
1016,-119.78,38.69,17.0,1364.0,282.0,338.0,152.0,2.45,117600.0,1.0
1017,-119.93,38.72,15.0,2061.0,465.0,573.0,196.0,2.2417,97900.0,1.0
1018,-120.0,38.52,16.0,3045.0,543.0,202.0,102.0,3.15,140600.0,1.0
1019,-120.56,38.48,14.0,3545.0,702.0,946.0,411.0,3.4609,120900.0,1.0
1020,-120.59,38.45,13.0,2944.0,558.0,1091.0,466.0,3.0,119000.0,1.0
1021,-120.55,38.46,16.0,1443.0,249.0,435.0,181.0,3.2031,129200.0,1.0
1022,-120.55,38.45,17.0,2277.0,474.0,767.0,356.0,2.5208,99100.0,1.0
1023,-120.55,38.43,18.0,1564.0,357.0,618.0,277.0,2.3549,108900.0,1.0
1024,-120.25,38.55,15.0,4403.0,891.0,1103.0,433.0,3.0125,111700.0,1.0
1025,-120.79,38.54,34.0,1133.0,254.0,495.0,187.0,2.05,68900.0,1.0
1026,-120.8,38.51,23.0,1001.0,195.0,369.0,157.0,3.125,96400.0,1.0
1027,-120.65,38.5,10.0,1783.0,337.0,638.0,262.0,2.65,116700.0,1.0
1028,-120.76,38.47,17.0,1521.0,309.0,607.0,240.0,3.5,123800.0,1.0
1029,-120.88,38.45,25.0,1374.0,297.0,657.0,288.0,2.5476,97900.0,1.0
1030,-120.79,38.43,40.0,1391.0,246.0,546.0,214.0,3.9107,129800.0,1.0
1031,-120.69,38.44,13.0,1473.0,265.0,597.0,228.0,4.2917,121300.0,1.0
1032,-120.93,38.5,15.0,1248.0,234.0,529.0,216.0,3.3393,107200.0,1.0
1033,-120.97,38.42,16.0,1748.0,322.0,4930.0,287.0,4.3029,121900.0,1.0
1034,-120.87,38.37,28.0,3998.0,765.0,1614.0,698.0,2.8125,113400.0,1.0
1035,-120.98,38.34,27.0,3471.0,653.0,1793.0,600.0,3.5508,99100.0,1.0
1036,-120.88,38.32,18.0,2791.0,492.0,1187.0,438.0,3.2589,103000.0,1.0
1037,-120.93,38.26,13.0,2084.0,449.0,834.0,305.0,3.2937,114200.0,1.0
1038,-120.72,38.42,17.0,5654.0,1085.0,2237.0,953.0,3.0465,144100.0,1.0
1039,-120.77,38.38,15.0,4221.0,816.0,1737.0,743.0,2.3125,128600.0,1.0
1040,-120.72,38.38,9.0,1787.0,347.0,806.0,306.0,2.525,157200.0,1.0
1041,-120.66,38.4,18.0,2144.0,420.0,985.0,381.0,3.175,118500.0,1.0
1042,-120.65,38.42,23.0,1538.0,305.0,730.0,267.0,2.6078,116700.0,1.0
1043,-120.62,38.39,15.0,3750.0,691.0,1444.0,603.0,2.7399,134800.0,1.0
1044,-120.69,38.36,19.0,3267.0,614.0,1252.0,566.0,2.7236,109900.0,1.0
1045,-120.71,38.34,16.0,1257.0,231.0,559.0,213.0,4.4531,144300.0,1.0
1046,-120.8,38.31,37.0,1341.0,256.0,533.0,242.0,3.2135,123600.0,1.0
1047,-121.83,39.76,12.0,9831.0,1921.0,4644.0,1775.0,3.1142,112600.0,1.0
1048,-121.82,39.76,23.0,6010.0,1116.0,2710.0,1149.0,3.0068,107300.0,1.0
1049,-121.86,39.78,12.0,7653.0,1578.0,3628.0,1494.0,3.0905,117800.0,1.0
1050,-121.85,39.77,17.0,5273.0,1177.0,2446.0,1199.0,1.9362,89900.0,1.0
1051,-121.84,39.76,14.0,2351.0,620.0,1215.0,548.0,2.3155,102300.0,1.0
1052,-121.86,39.76,19.0,7254.0,1785.0,4030.0,1667.0,2.0094,87300.0,1.0
1053,-121.89,39.76,15.0,10265.0,1860.0,4591.0,1906.0,3.07,142600.0,1.0
1054,-121.88,39.74,12.0,14631.0,3298.0,7517.0,3262.0,1.6785,153100.0,1.0
1055,-121.87,39.75,22.0,1707.0,296.0,822.0,297.0,3.6625,126600.0,1.0
1056,-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,118300.0,1.0
1057,-121.87,39.74,7.0,1737.0,290.0,747.0,265.0,3.9,147000.0,1.0
1058,-121.85,39.75,39.0,568.0,127.0,267.0,129.0,1.8095,78100.0,1.0
1059,-121.85,39.74,39.0,1139.0,265.0,623.0,264.0,2.2833,85800.0,1.0
1060,-121.85,39.74,41.0,2901.0,689.0,1426.0,632.0,1.5633,84500.0,1.0
1061,-121.85,39.73,52.0,444.0,80.0,1107.0,98.0,3.4191,137500.0,1.0
1062,-121.85,39.73,17.0,3425.0,827.0,2469.0,758.0,0.9393,88900.0,1.0
1063,-121.86,39.74,13.0,3494.0,843.0,1571.0,784.0,1.1019,120200.0,1.0
1064,-121.84,39.75,29.0,4362.0,1053.0,2053.0,1000.0,1.7284,74500.0,1.0
1065,-121.84,39.74,43.0,2976.0,599.0,1181.0,560.0,2.2621,85100.0,1.0
1066,-121.83,39.74,34.0,3263.0,604.0,1290.0,594.0,2.575,130300.0,1.0
1067,-121.8,39.75,28.0,2551.0,378.0,1011.0,374.0,4.3309,125200.0,1.0
1068,-121.82,39.75,29.0,7744.0,1375.0,3316.0,1365.0,3.0253,111400.0,1.0
1069,-121.82,39.75,37.0,2236.0,372.0,974.0,379.0,3.2016,97000.0,1.0
1070,-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,122600.0,1.0
1071,-121.79,39.73,8.0,5690.0,1189.0,2887.0,1077.0,3.0625,116300.0,1.0
1072,-121.78,39.71,8.0,140.0,28.0,84.0,29.0,2.125,179200.0,1.0
1073,-121.82,39.73,44.0,2923.0,659.0,1371.0,626.0,2.2925,85800.0,1.0
1074,-121.84,39.73,52.0,677.0,152.0,379.0,154.0,1.6797,94800.0,1.0
1075,-121.84,39.73,52.0,502.0,100.0,311.0,100.0,1.5481,200000.0,1.0
1076,-121.84,39.73,52.0,857.0,232.0,520.0,198.0,0.987,112500.0,1.0
1077,-121.84,39.72,52.0,1457.0,389.0,802.0,342.0,0.9566,69000.0,1.0
1078,-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,55000.0,1.0
1079,-121.83,39.73,52.0,1741.0,401.0,753.0,377.0,2.0064,77900.0,1.0
1080,-121.85,39.72,18.0,7272.0,1559.0,5022.0,1524.0,1.6911,98800.0,1.0
1081,-121.83,39.72,52.0,1890.0,420.0,974.0,383.0,1.6827,78700.0,1.0
1082,-121.81,39.7,21.0,5051.0,1054.0,2948.0,980.0,1.5863,81300.0,1.0
1083,-121.82,39.73,33.0,2242.0,517.0,1160.0,449.0,1.7426,60300.0,1.0
1084,-121.82,39.72,42.0,2978.0,694.0,1879.0,679.0,1.5064,66300.0,1.0
1085,-121.81,39.71,18.0,1222.0,250.0,708.0,281.0,2.0288,116700.0,1.0
1086,-121.87,39.82,11.0,5103.0,825.0,2456.0,810.0,4.5032,159700.0,1.0
1087,-121.89,39.71,26.0,2741.0,451.0,1217.0,437.0,3.7007,139200.0,1.0
1088,-121.97,39.79,16.0,1453.0,299.0,904.0,286.0,3.5735,89600.0,1.0
1089,-121.84,39.68,38.0,549.0,105.0,275.0,94.0,3.5375,153100.0,1.0
1090,-121.8,39.64,25.0,2202.0,422.0,1109.0,403.0,2.8306,87500.0,1.0
1091,-121.74,39.59,24.0,1535.0,279.0,726.0,272.0,2.3833,95100.0,1.0
1092,-121.9,39.59,20.0,1465.0,278.0,745.0,250.0,3.0625,93800.0,1.0
1093,-121.75,39.88,16.0,2867.0,559.0,1203.0,449.0,2.7143,95300.0,1.0
1094,-121.68,39.82,15.0,3996.0,748.0,1786.0,728.0,3.5189,141300.0,1.0
1095,-121.54,40.06,17.0,858.0,262.0,47.0,27.0,2.4028,67500.0,1.0
1096,-121.51,39.97,22.0,1468.0,285.0,611.0,235.0,2.3036,73000.0,1.0
1097,-121.59,39.86,14.0,1527.0,269.0,665.0,261.0,2.8657,119600.0,1.0
1098,-121.58,39.83,16.0,4591.0,904.0,1904.0,812.0,2.2419,93200.0,1.0
1099,-121.6,39.8,10.0,1742.0,307.0,721.0,312.0,2.4537,117900.0,1.0
1100,-121.62,39.79,11.0,3835.0,727.0,1456.0,658.0,2.5374,97200.0,1.0
1101,-121.59,39.82,12.0,1958.0,369.0,875.0,354.0,2.3507,97600.0,1.0
1102,-121.6,39.83,12.0,3744.0,699.0,1532.0,660.0,2.3079,95300.0,1.0
1103,-121.63,39.82,11.0,3974.0,727.0,1610.0,634.0,2.6147,107700.0,1.0
1104,-121.6,39.79,18.0,2672.0,533.0,1151.0,532.0,2.567,102900.0,1.0
1105,-121.59,39.79,20.0,743.0,171.0,395.0,168.0,1.625,88300.0,1.0
1106,-121.59,39.78,16.0,2754.0,570.0,1063.0,543.0,1.4048,86500.0,1.0
1107,-121.59,39.78,18.0,945.0,205.0,385.0,207.0,2.1838,58000.0,1.0
1108,-121.6,39.77,26.0,1503.0,343.0,699.0,296.0,1.875,84000.0,1.0
1109,-121.61,39.77,25.0,1612.0,313.0,837.0,303.0,2.963,89500.0,1.0
1110,-121.63,39.78,28.0,1677.0,327.0,770.0,309.0,2.6823,93400.0,1.0
1111,-121.57,39.8,23.0,790.0,137.0,365.0,152.0,2.1912,115200.0,1.0
1112,-121.57,39.78,18.0,2221.0,459.0,952.0,440.0,2.0458,105700.0,1.0
1113,-121.59,39.77,24.0,1535.0,276.0,664.0,273.0,2.3068,97300.0,1.0
1114,-121.58,39.79,19.0,2636.0,523.0,1184.0,465.0,2.7863,108600.0,1.0
1115,-121.57,39.76,20.0,1384.0,257.0,557.0,232.0,2.0882,104900.0,1.0
1116,-121.58,39.76,19.0,2487.0,485.0,1110.0,453.0,3.1061,110200.0,1.0
1117,-121.58,39.76,18.0,1676.0,332.0,733.0,318.0,1.7875,103800.0,1.0
1118,-121.59,39.75,20.0,908.0,206.0,481.0,211.0,2.2,80800.0,1.0
1119,-121.6,39.77,23.0,2263.0,497.0,1138.0,455.0,2.3403,87300.0,1.0
1120,-121.6,39.76,22.0,2447.0,556.0,1157.0,556.0,1.8245,85500.0,1.0
1121,-121.61,39.76,31.0,2431.0,512.0,1026.0,427.0,2.5428,85000.0,1.0
1122,-121.62,39.77,23.0,1759.0,366.0,788.0,359.0,1.8125,93500.0,1.0
1123,-121.65,39.76,31.0,1599.0,318.0,794.0,303.0,3.0,96700.0,1.0
1124,-121.63,39.76,22.0,2598.0,482.0,1151.0,490.0,2.8182,109700.0,1.0
1125,-121.62,39.76,14.0,2063.0,559.0,934.0,529.0,1.7788,85800.0,1.0
1126,-121.62,39.75,20.0,1173.0,261.0,523.0,258.0,1.0625,92800.0,1.0
1127,-121.63,39.75,37.0,1296.0,296.0,569.0,257.0,1.8616,70500.0,1.0
1128,-121.64,39.74,20.0,1808.0,334.0,763.0,335.0,2.3711,121800.0,1.0
1129,-121.71,39.71,17.0,2748.0,556.0,1174.0,514.0,3.066,102600.0,1.0
1130,-121.66,39.66,17.0,3502.0,655.0,1763.0,613.0,2.9625,101200.0,1.0
1131,-121.56,39.69,8.0,2836.0,522.0,1163.0,512.0,3.13,168300.0,1.0
1132,-121.57,39.74,17.0,1619.0,292.0,705.0,285.0,2.4623,126100.0,1.0
1133,-121.59,39.74,17.0,1646.0,330.0,750.0,344.0,2.3798,83800.0,1.0
1134,-121.6,39.75,19.0,2888.0,591.0,984.0,499.0,1.9766,92600.0,1.0
1135,-121.6,39.68,15.0,1677.0,345.0,844.0,330.0,2.3958,111200.0,1.0
1136,-121.5,39.83,15.0,1896.0,408.0,893.0,334.0,1.6948,87500.0,1.0
1137,-121.41,39.72,17.0,1583.0,331.0,730.0,306.0,2.3895,87500.0,1.0
1138,-121.39,39.61,22.0,2828.0,610.0,986.0,391.0,2.8871,94700.0,1.0
1139,-121.24,39.65,35.0,632.0,148.0,221.0,102.0,2.3684,62500.0,1.0
1140,-121.19,39.55,17.0,1483.0,284.0,481.0,211.0,1.4896,83300.0,1.0
1141,-121.36,39.52,15.0,2490.0,527.0,1229.0,497.0,2.3917,85700.0,1.0
1142,-121.56,39.52,9.0,818.0,197.0,358.0,197.0,1.7708,79500.0,1.0
1143,-121.56,39.52,26.0,1957.0,429.0,945.0,397.0,1.7308,53600.0,1.0
1144,-121.56,39.53,12.0,1733.0,421.0,1861.0,415.0,1.5771,65200.0,1.0
1145,-121.54,39.6,15.0,886.0,204.0,576.0,205.0,2.1467,84100.0,1.0
1146,-121.46,39.54,14.0,5549.0,1000.0,1822.0,919.0,2.9562,142300.0,1.0
1147,-121.49,39.52,25.0,848.0,153.0,436.0,155.0,3.9028,93800.0,1.0
1148,-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,90800.0,1.0
1149,-121.47,39.49,17.0,1554.0,242.0,553.0,230.0,3.2174,91800.0,1.0
1150,-121.47,39.51,19.0,3720.0,636.0,1304.0,607.0,2.6921,97500.0,1.0
1151,-121.53,39.53,35.0,1806.0,293.0,683.0,295.0,4.5156,91200.0,1.0
1152,-121.53,39.52,30.0,1030.0,161.0,448.0,159.0,2.4821,73800.0,1.0
1153,-121.53,39.52,24.0,1028.0,185.0,471.0,186.0,2.9688,86400.0,1.0
1154,-121.54,39.51,33.0,3585.0,757.0,1887.0,765.0,2.502,62100.0,1.0
1155,-121.52,39.51,30.0,3085.0,610.0,1688.0,575.0,2.334,72200.0,1.0
1156,-121.55,39.51,39.0,1551.0,353.0,684.0,310.0,2.0357,57600.0,1.0
1157,-121.55,39.51,48.0,827.0,198.0,396.0,161.0,0.8024,58300.0,1.0
1158,-121.55,39.51,50.0,1050.0,288.0,485.0,260.0,1.1607,51700.0,1.0
1159,-121.56,39.51,47.0,1064.0,245.0,603.0,190.0,1.3654,57900.0,1.0
1160,-121.56,39.51,46.0,1885.0,385.0,871.0,347.0,1.6352,53100.0,1.0
1161,-121.57,39.5,31.0,2023.0,469.0,1073.0,436.0,1.5714,56100.0,1.0
1162,-121.58,39.52,25.0,2409.0,490.0,1384.0,479.0,1.9956,58000.0,1.0
1163,-121.58,39.51,24.0,1865.0,372.0,1087.0,385.0,1.6389,56700.0,1.0
1164,-121.58,39.5,29.0,1947.0,383.0,925.0,337.0,2.1658,57600.0,1.0
1165,-121.62,39.5,18.0,2105.0,416.0,974.0,385.0,1.6346,63300.0,1.0
1166,-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,59800.0,1.0
1167,-121.65,39.53,23.0,1387.0,325.0,640.0,289.0,1.4833,65200.0,1.0
1168,-121.57,39.48,15.0,202.0,54.0,145.0,40.0,0.8252,42500.0,1.0
1169,-121.55,39.5,26.0,3215.0,827.0,2041.0,737.0,1.0585,45100.0,1.0
1170,-121.54,39.5,38.0,1438.0,310.0,779.0,275.0,1.3289,39400.0,1.0
1171,-121.53,39.49,19.0,1537.0,329.0,617.0,274.0,1.5313,50300.0,1.0
1172,-121.54,39.48,29.0,2896.0,596.0,1809.0,617.0,1.8047,53800.0,1.0
1173,-121.54,39.47,14.0,1724.0,315.0,939.0,302.0,2.4952,53900.0,1.0
1174,-121.55,39.48,41.0,461.0,107.0,284.0,90.0,2.2045,41800.0,1.0
1175,-121.49,39.49,20.0,2505.0,468.0,1174.0,429.0,2.9965,88900.0,1.0
1176,-121.52,39.5,33.0,1462.0,241.0,569.0,231.0,3.2833,82600.0,1.0
1177,-121.52,39.49,30.0,1217.0,238.0,677.0,233.0,2.6563,63600.0,1.0
1178,-121.52,39.48,21.0,2628.0,494.0,1364.0,468.0,2.0455,59400.0,1.0
1179,-121.55,39.45,18.0,2278.0,523.0,1185.0,475.0,1.3611,60600.0,1.0
